FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2024-03-25,15,Secadora de Ropa 8kg,2,753.34,28,Ortiz PLC,12,Outlet Sur
2024-04-01,5,aspiradora sin bolsa,1,250.0,5,Weyland-Yutani,17,Electronics Austin
2024-04-16,6,licuadora 600w,1,70.0,22,Crosby-Robinson,30,ElectroShop Online Plus
2024-03-27,6,licuadora 600w,1,70.0,24,Horton Inc,5,Tienda Premium
2024-03-13,22,Consola de Videojuegos,1,455.51,19,Clark LLC,15,ElectroShop Phoenix
2024-04-28,28,Micrófono USB para Streaming,3,910.98,28,Ortiz PLC,2,Tienda Central
2024-04-21,6,licuadora 600w,1,70.0,27,Phelps PLC,5,Tienda Premium
2024-03-17,11,phone,1,150.0,10,Hooli,11,Tienda Norte
2024-03-08,3,refrigerador doble puerta,1,750.0,20,Armstrong-Rice,25,Online Electronics
2024-04-08,26,Smartphone 128GB 5G,1,567.96,18,Thompson-Payne,17,Electronics Austin
2024-04-30,21,"Televisor OLED 55"" Smart TV",2,1238.3,7,Wayne Enterprises,25,Online Electronics
2024-04-21,16,Amplificador de Audio,1,294.11,17,Williams Ltd,13,ElectroShop Norte
2024-04-22,2,lavadora 8kg,2,900.0,25,Scott-Johnson,5,Tienda Premium
2024-03-25,11,phone,1,150.0,5,Weyland-Yutani,9,Tienda Online Plus
2024-04-13,1,"televisor led 55""",2,1000.0,22,Crosby-Robinson,12,Outlet Sur
2024-04-29,2,lavadora 8kg,1,450.0,25,Scott-Johnson,23,Virtual Store Pro
2024-03-29,17,Smartphone Plegable 512GB,1,179.3,27,Phelps PLC,22,Electronics San Francisco
2024-04-03,10,smartwatch,2,300.0,21,Clark-Rodriguez,29,Outlet Seattle
2024-03-29,3,refrigerador doble puerta,2,1500.0,9,Pied Piper,22,Electronics San Francisco
2024-03-05,25,Auriculares con Cancelación de Ruido,1,393.14,2,Globex Corporation,14,sin descripcion
2024-04-15,28,Micrófono USB para Streaming,1,303.66,26,Willis Ltd,9,Tienda Online Plus
2024-04-15,5,aspiradora sin bolsa,3,750.0,21,Clark-Rodriguez,28,Outlet Philadelphia
2024-04-23,23,Cámara Digital 20MP,1,256.22,3,Initech,21,Online Electronics
2024-03-19,18,Smartphone Plegable 512GB,2,546.34,4,Umbrella Corp,1,ElectroShop Online
2024-04-12,6,licuadora 600w,5,350.0,20,Armstrong-Rice,24,ElectroShop Online Plus
2024-04-09,21,"Televisor OLED 55"" Smart TV",4,2476.6,16,Baker-Johnson,21,Online Electronics
2024-04-28,19,Soundbar 2.1 Canales,4,2145.76,3,Initech,11,Tienda Norte
2024-04-25,10,smartwatch,1,150.0,22,Crosby-Robinson,17,Electronics Austin
2024-03-26,5,aspiradora sin bolsa,1,250.0,26,Willis Ltd,10,ElectroShop California
2024-03-25,2,lavadora 8kg,1,450.0,19,Clark LLC,17,Electronics Austin
2024-04-14,24,Auriculares Inalámbricos Bluetooth,1,462.49,15,razon social no informada,9,Tienda Online Plus
2024-03-02,13,lavadora 10kg,2,1300.0,1,ACME Corp,24,ElectroShop Online Plus
2024-03-05,17,Smartphone Plegable 512GB,3,537.9,3,Initech,21,Online Electronics
2024-04-04,5,aspiradora sin bolsa,2,500.0,1,ACME Corp,13,ElectroShop Norte
2024-04-10,7,home theater 5.1,1,200.0,23,"Perkins, Mayo and Richards",13,ElectroShop Norte
2024-03-09,3,refrigerador doble puerta,1,750.0,29,Jones-Carter,17,Electronics Austin
2024-03-27,26,Smartphone 128GB 5G,2,1135.92,6,Stark Industries,9,Tienda Online Plus
2024-04-03,29,Lavadora 15kg Carga Superior,1,1000.0,17,Williams Ltd,18,Outlet Grand Rapids
2024-03-31,20,"Televisor LED 43"" 4K UHD",2,1000.42,28,Ortiz PLC,29,Outlet Seattle
2024-03-28,30,"Monitor 24"" Full HD",1,730.43,26,Willis Ltd,27,Outlet Miami
2024-04-27,21,"Televisor OLED 55"" Smart TV",5,3095.75,14,Biohazard Inc,30,ElectroShop Online Plus
2024-03-15,10,smartwatch,4,600.0,6,Stark Industries,16,Online Electronics
2024-04-24,30,"Monitor 24"" Full HD",4,2921.72,4,Umbrella Corp,21,Online Electronics
2024-04-04,21,"Televisor OLED 55"" Smart TV",2,1238.3,7,Wayne Enterprises,24,ElectroShop Online Plus
2024-04-25,3,refrigerador doble puerta,1,750.0,23,"Perkins, Mayo and Richards",30,ElectroShop Online Plus
2024-03-14,6,licuadora 600w,5,350.0,20,Armstrong-Rice,1,ElectroShop Online
2024-04-03,29,Lavadora 15kg Carga Superior,4,4000.0,7,Wayne Enterprises,27,Outlet Miami
2024-03-15,4,microondas 20l,2,200.0,30,Pearson-Grant,8,ElectroShop Este
2024-03-16,3,refrigerador doble puerta,1,750.0,30,Pearson-Grant,22,Electronics San Francisco
2024-03-31,11,phone,2,300.0,2,Globex Corporation,16,Online Electronics
2024-03-03,16,Amplificador de Audio,4,1176.44,22,Crosby-Robinson,7,Tienda Express
2024-03-11,18,Smartphone Plegable 512GB,2,546.34,24,Horton Inc,2,Tienda Central
2024-03-09,15,Secadora de Ropa 8kg,1,376.67,10,Hooli,21,Online Electronics
2024-03-02,22,Consola de Videojuegos,4,1822.04,1,ACME Corp,12,Outlet Sur
2024-03-05,19,Soundbar 2.1 Canales,1,536.44,10,Hooli,27,Outlet Miami
2024-03-26,1,"televisor led 55""",2,1000.0,29,Jones-Carter,18,Outlet Grand Rapids
2024-04-29,18,Smartphone Plegable 512GB,1,273.17,25,Scott-Johnson,2,Tienda Central
2024-03-31,19,Soundbar 2.1 Canales,2,1072.88,14,Biohazard Inc,14,sin descripcion
2024-04-02,14,refrigerador simple puerta,5,2000.0,18,Thompson-Payne,9,Tienda Online Plus
2024-04-29,9,"tablet 10""",1,400.0,3,Initech,16,Online Electronics
2024-03-06,16,Amplificador de Audio,2,588.22,28,Ortiz PLC,12,Outlet Sur
2024-04-29,7,home theater 5.1,1,200.0,23,"Perkins, Mayo and Richards",25,Online Electronics
2024-04-27,9,"tablet 10""",4,1600.0,5,Weyland-Yutani,12,Outlet Sur
2024-04-20,6,licuadora 600w,3,210.0,24,Horton Inc,24,ElectroShop Online Plus
2024-03-11,23,Cámara Digital 20MP,4,1024.88,28,Ortiz PLC,23,Virtual Store Pro
2024-03-01,24,Auriculares Inalámbricos Bluetooth,2,924.98,23,"Perkins, Mayo and Richards",5,Tienda Premium
2024-03-20,20,"Televisor LED 43"" 4K UHD",1,500.21,19,Clark LLC,26,Virtual Store Pro
2024-03-21,19,Soundbar 2.1 Canales,2,1072.88,5,Weyland-Yutani,28,Outlet Philadelphia
2024-04-03,27,"Monitor 24"" Full HD",2,725.26,24,Horton Inc,24,ElectroShop Online Plus
2024-04-02,27,"Monitor 24"" Full HD",2,725.26,14,Biohazard Inc,7,Tienda Express
2024-03-09,4,microondas 20l,2,200.0,27,Phelps PLC,27,Outlet Miami
2024-03-25,21,"Televisor OLED 55"" Smart TV",3,1857.45,27,Phelps PLC,6,ElectroShop Oeste
2024-03-22,8,"computadora portátil 15""",3,1950.0,29,Jones-Carter,16,Online Electronics
2024-04-16,21,"Televisor OLED 55"" Smart TV",1,619.15,22,Crosby-Robinson,15,ElectroShop Phoenix
2024-04-20,5,aspiradora sin bolsa,2,500.0,23,"Perkins, Mayo and Richards",11,Tienda Norte
2024-04-13,4,microondas 20l,1,100.0,8,Dunder Mifflin,9,Tienda Online Plus
2024-03-22,20,"Televisor LED 43"" 4K UHD",2,1000.42,20,Armstrong-Rice,12,Outlet Sur
2024-04-09,13,lavadora 10kg,1,650.0,27,Phelps PLC,30,ElectroShop Online Plus
2024-03-03,11,phone,3,450.0,22,Crosby-Robinson,4,ElectroShop Sur
2024-04-04,16,Amplificador de Audio,3,882.33,18,Thompson-Payne,12,Outlet Sur
2024-04-15,7,home theater 5.1,3,600.0,2,Globex Corporation,18,Outlet Grand Rapids
2024-04-27,2,lavadora 8kg,3,1350.0,23,"Perkins, Mayo and Richards",20,TechStore Columbus
2024-03-17,25,Auriculares con Cancelación de Ruido,3,1179.42,25,Scott-Johnson,19,Tienda Boston Center
2024-04-15,3,refrigerador doble puerta,1,750.0,5,Weyland-Yutani,21,Online Electronics
2024-04-17,22,Consola de Videojuegos,2,911.02,6,Stark Industries,27,Outlet Miami
2024-03-12,14,refrigerador simple puerta,1,400.0,26,Willis Ltd,8,ElectroShop Este
2024-03-04,1,"televisor led 55""",1,500.0,14,Biohazard Inc,23,Virtual Store Pro
2024-04-19,5,aspiradora sin bolsa,1,250.0,27,Phelps PLC,26,Virtual Store Pro
2024-03-05,7,home theater 5.1,2,400.0,14,Biohazard Inc,12,Outlet Sur
2024-03-22,5,aspiradora sin bolsa,1,250.0,26,Willis Ltd,3,Outlet Norte
2024-04-19,17,Smartphone Plegable 512GB,1,179.3,23,"Perkins, Mayo and Richards",25,Online Electronics
2024-03-13,28,Micrófono USB para Streaming,1,303.66,29,Jones-Carter,22,Electronics San Francisco
2024-03-17,26,Smartphone 128GB 5G,1,567.96,14,Biohazard Inc,23,Virtual Store Pro
2024-04-20,29,Lavadora 15kg Carga Superior,1,1000.0,21,Clark-Rodriguez,29,Outlet Seattle
2024-04-20,19,Soundbar 2.1 Canales,1,536.44,22,Crosby-Robinson,2,Tienda Central
2024-04-04,21,"Televisor OLED 55"" Smart TV",1,619.15,4,Umbrella Corp,17,Electronics Austin
2024-04-22,25,Auriculares con Cancelación de Ruido,1,393.14,8,Dunder Mifflin,27,Outlet Miami
2024-03-24,20,"Televisor LED 43"" 4K UHD",1,500.21,28,Ortiz PLC,11,Tienda Norte
2024-03-28,8,"computadora portátil 15""",4,2600.0,18,Thompson-Payne,1,ElectroShop Online
2024-04-23,7,home theater 5.1,4,800.0,19,Clark LLC,17,Electronics Austin
2024-03-20,18,Smartphone Plegable 512GB,1,273.17,2,Globex Corporation,23,Virtual Store Pro
2024-03-12,9,"tablet 10""",1,400.0,23,"Perkins, Mayo and Richards",7,Tienda Express
2024-03-04,7,home theater 5.1,2,400.0,25,Scott-Johnson,7,Tienda Express
2024-03-20,16,Amplificador de Audio,3,882.33,22,Crosby-Robinson,9,Tienda Online Plus
2024-03-24,27,"Monitor 24"" Full HD",1,362.63,8,Dunder Mifflin,26,Virtual Store Pro
2024-03-18,7,home theater 5.1,4,800.0,29,Jones-Carter,17,Electronics Austin
2024-03-26,10,smartwatch,1,150.0,22,Crosby-Robinson,18,Outlet Grand Rapids
2024-04-18,13,lavadora 10kg,2,1300.0,28,Ortiz PLC,27,Outlet Miami
2024-04-01,11,phone,1,150.0,19,Clark LLC,14,sin descripcion
2024-03-24,20,"Televisor LED 43"" 4K UHD",3,1500.63,29,Jones-Carter,2,Tienda Central
2024-04-04,9,"tablet 10""",3,1200.0,30,Pearson-Grant,28,Outlet Philadelphia
2024-03-13,22,Consola de Videojuegos,2,911.02,15,razon social no informada,13,ElectroShop Norte
2024-03-07,16,Amplificador de Audio,1,294.11,17,Williams Ltd,28,Outlet Philadelphia
2024-04-12,20,"Televisor LED 43"" 4K UHD",1,500.21,1,ACME Corp,23,Virtual Store Pro
2024-04-07,18,Smartphone Plegable 512GB,2,546.34,15,razon social no informada,30,ElectroShop Online Plus
2024-03-11,15,Secadora de Ropa 8kg,1,376.67,16,Baker-Johnson,26,Virtual Store Pro
2024-03-15,27,"Monitor 24"" Full HD",1,362.63,30,Pearson-Grant,30,ElectroShop Online Plus
2024-04-28,29,Lavadora 15kg Carga Superior,3,3000.0,20,Armstrong-Rice,11,Tienda Norte
2024-03-15,10,smartwatch,1,150.0,10,Hooli,8,ElectroShop Este
2024-04-17,22,Consola de Videojuegos,4,1822.04,19,Clark LLC,12,Outlet Sur
2024-04-18,29,Lavadora 15kg Carga Superior,4,4000.0,8,Dunder Mifflin,9,Tienda Online Plus
2024-03-16,6,licuadora 600w,3,210.0,21,Clark-Rodriguez,10,ElectroShop California
2024-03-10,7,home theater 5.1,4,800.0,2,Globex Corporation,7,Tienda Express
2024-04-02,19,Soundbar 2.1 Canales,2,1072.88,27,Phelps PLC,14,sin descripcion
2024-03-24,21,"Televisor OLED 55"" Smart TV",1,619.15,18,Thompson-Payne,28,Outlet Philadelphia
2024-03-18,7,home theater 5.1,1,200.0,18,Thompson-Payne,18,Outlet Grand Rapids
2024-04-21,22,Consola de Videojuegos,2,911.02,10,Hooli,7,Tienda Express
2024-03-02,6,licuadora 600w,2,140.0,2,Globex Corporation,18,Outlet Grand Rapids
2024-04-28,23,Cámara Digital 20MP,1,256.22,15,razon social no informada,4,ElectroShop Sur
2024-03-26,1,"televisor led 55""",1,500.0,17,Williams Ltd,25,Online Electronics
2024-04-13,17,Smartphone Plegable 512GB,2,358.6,29,Jones-Carter,18,Outlet Grand Rapids
2024-03-10,15,Secadora de Ropa 8kg,1,376.67,26,Willis Ltd,23,Virtual Store Pro
2024-03-15,30,"Monitor 24"" Full HD",1,730.43,20,Armstrong-Rice,10,ElectroShop California
2024-04-02,9,"tablet 10""",2,800.0,28,Ortiz PLC,21,Online Electronics
2024-04-05,9,"tablet 10""",2,800.0,28,Ortiz PLC,29,Outlet Seattle
2024-04-20,23,Cámara Digital 20MP,4,1024.88,26,Willis Ltd,27,Outlet Miami
2024-03-04,24,Auriculares Inalámbricos Bluetooth,2,924.98,10,Hooli,18,Outlet Grand Rapids
2024-03-29,6,licuadora 600w,2,140.0,7,Wayne Enterprises,11,Tienda Norte
2024-04-02,27,"Monitor 24"" Full HD",1,362.63,9,Pied Piper,6,ElectroShop Oeste
2024-03-31,16,Amplificador de Audio,2,588.22,16,Baker-Johnson,7,Tienda Express
2024-03-03,3,refrigerador doble puerta,2,1500.0,22,Crosby-Robinson,16,Online Electronics
2024-04-06,16,Amplificador de Audio,1,294.11,15,razon social no informada,17,Electronics Austin
2024-04-20,30,"Monitor 24"" Full HD",2,1460.86,18,Thompson-Payne,26,Virtual Store Pro
2024-04-05,4,microondas 20l,1,100.0,25,Scott-Johnson,7,Tienda Express
2024-03-09,10,smartwatch,1,150.0,9,Pied Piper,12,Outlet Sur
2024-03-21,20,"Televisor LED 43"" 4K UHD",2,1000.42,29,Jones-Carter,5,Tienda Premium
2024-03-15,29,Lavadora 15kg Carga Superior,1,1000.0,6,Stark Industries,8,ElectroShop Este
2024-04-28,26,Smartphone 128GB 5G,3,1703.88,16,Baker-Johnson,8,ElectroShop Este
2024-03-18,7,home theater 5.1,2,400.0,30,Pearson-Grant,23,Virtual Store Pro
2024-04-30,11,phone,1,150.0,29,Jones-Carter,27,Outlet Miami
2024-03-20,27,"Monitor 24"" Full HD",1,362.63,6,Stark Industries,19,Tienda Boston Center
2024-04-19,30,"Monitor 24"" Full HD",1,730.43,3,Initech,5,Tienda Premium
2024-04-05,20,"Televisor LED 43"" 4K UHD",3,1500.63,26,Willis Ltd,11,Tienda Norte
2024-03-29,14,refrigerador simple puerta,1,400.0,16,Baker-Johnson,27,Outlet Miami
2024-03-15,9,"tablet 10""",1,400.0,10,Hooli,16,Online Electronics
2024-04-20,23,Cámara Digital 20MP,3,768.66,25,Scott-Johnson,15,ElectroShop Phoenix
2024-03-28,29,Lavadora 15kg Carga Superior,3,3000.0,3,Initech,14,sin descripcion
2024-03-12,11,phone,1,150.0,25,Scott-Johnson,18,Outlet Grand Rapids
2024-03-03,18,Smartphone Plegable 512GB,1,273.17,14,Biohazard Inc,19,Tienda Boston Center
2024-04-04,7,home theater 5.1,1,200.0,8,Dunder Mifflin,1,ElectroShop Online
2024-04-07,17,Smartphone Plegable 512GB,2,358.6,20,Armstrong-Rice,28,Outlet Philadelphia
2024-03-03,3,refrigerador doble puerta,1,750.0,21,Clark-Rodriguez,12,Outlet Sur
2024-04-06,29,Lavadora 15kg Carga Superior,4,4000.0,30,Pearson-Grant,10,ElectroShop California
2024-04-22,24,Auriculares Inalámbricos Bluetooth,1,462.49,6,Stark Industries,10,ElectroShop California
2024-04-23,28,Micrófono USB para Streaming,2,607.32,17,Williams Ltd,23,Virtual Store Pro
2024-03-18,9,"tablet 10""",1,400.0,18,Thompson-Payne,5,Tienda Premium
2024-04-12,23,Cámara Digital 20MP,4,1024.88,16,Baker-Johnson,2,Tienda Central
2024-03-01,9,"tablet 10""",2,800.0,5,Weyland-Yutani,9,Tienda Online Plus
2024-04-22,23,Cámara Digital 20MP,2,512.44,2,Globex Corporation,7,Tienda Express
2024-03-10,9,"tablet 10""",1,400.0,26,Willis Ltd,1,ElectroShop Online
2024-03-19,23,Cámara Digital 20MP,3,768.66,2,Globex Corporation,7,Tienda Express
2024-04-29,30,"Monitor 24"" Full HD",1,730.43,2,Globex Corporation,18,Outlet Grand Rapids
2024-04-26,9,"tablet 10""",5,2000.0,26,Willis Ltd,28,Outlet Philadelphia
2024-03-13,27,"Monitor 24"" Full HD",1,362.63,17,Williams Ltd,3,Outlet Norte
2024-03-25,8,"computadora portátil 15""",3,1950.0,30,Pearson-Grant,7,Tienda Express
2024-04-21,28,Micrófono USB para Streaming,2,607.32,18,Thompson-Payne,2,Tienda Central
2024-03-09,1,"televisor led 55""",1,500.0,16,Baker-Johnson,21,Online Electronics
2024-04-27,22,Consola de Videojuegos,1,455.51,24,Horton Inc,13,ElectroShop Norte
2024-04-13,10,smartwatch,1,150.0,4,Umbrella Corp,16,Online Electronics
2024-03-01,21,"Televisor OLED 55"" Smart TV",2,1238.3,4,Umbrella Corp,27,Outlet Miami
2024-04-15,8,"computadora portátil 15""",1,650.0,29,Jones-Carter,4,ElectroShop Sur
2024-04-14,10,smartwatch,3,450.0,17,Williams Ltd,1,ElectroShop Online
2024-03-31,18,Smartphone Plegable 512GB,4,1092.68,7,Wayne Enterprises,15,ElectroShop Phoenix
2024-03-19,27,"Monitor 24"" Full HD",1,362.63,30,Pearson-Grant,9,Tienda Online Plus
2024-04-23,2,lavadora 8kg,1,450.0,29,Jones-Carter,28,Outlet Philadelphia
2024-04-06,4,microondas 20l,3,300.0,9,Pied Piper,7,Tienda Express
2024-04-28,17,Smartphone Plegable 512GB,3,537.9,25,Scott-Johnson,9,Tienda Online Plus
2024-03-16,5,aspiradora sin bolsa,1,250.0,9,Pied Piper,28,Outlet Philadelphia
2024-04-27,27,"Monitor 24"" Full HD",1,362.63,27,Phelps PLC,26,Virtual Store Pro
2024-04-15,1,"televisor led 55""",2,1000.0,8,Dunder Mifflin,15,ElectroShop Phoenix
2024-04-06,18,Smartphone Plegable 512GB,3,819.51,30,Pearson-Grant,25,Online Electronics
2024-04-03,5,aspiradora sin bolsa,1,250.0,26,Willis Ltd,3,Outlet Norte
2024-03-23,21,"Televisor OLED 55"" Smart TV",5,3095.75,30,Pearson-Grant,30,ElectroShop Online Plus
2024-04-09,30,"Monitor 24"" Full HD",5,3652.15,9,Pied Piper,21,Online Electronics
2024-04-24,21,"Televisor OLED 55"" Smart TV",4,2476.6,27,Phelps PLC,25,Online Electronics
2024-03-11,24,Auriculares Inalámbricos Bluetooth,2,924.98,19,Clark LLC,21,Online Electronics
2024-03-02,7,home theater 5.1,2,400.0,24,Horton Inc,27,Outlet Miami
2024-04-11,23,Cámara Digital 20MP,1,256.22,19,Clark LLC,1,ElectroShop Online
2024-03-02,24,Auriculares Inalámbricos Bluetooth,4,1849.96,9,Pied Piper,14,sin descripcion
2024-04-06,23,Cámara Digital 20MP,3,768.66,15,razon social no informada,5,Tienda Premium
2024-04-22,9,"tablet 10""",4,1600.0,15,razon social no informada,24,ElectroShop Online Plus
2024-04-17,5,aspiradora sin bolsa,1,250.0,26,Willis Ltd,3,Outlet Norte
2024-03-17,4,microondas 20l,3,300.0,25,Scott-Johnson,24,ElectroShop Online Plus
2024-04-17,2,lavadora 8kg,4,1800.0,2,Globex Corporation,22,Electronics San Francisco
2024-04-04,1,"televisor led 55""",1,500.0,4,Umbrella Corp,14,sin descripcion
2024-04-30,9,"tablet 10""",1,400.0,25,Scott-Johnson,10,ElectroShop California
2024-03-24,16,Amplificador de Audio,5,1470.55,26,Willis Ltd,10,ElectroShop California
2024-03-21,23,Cámara Digital 20MP,1,256.22,6,Stark Industries,25,Online Electronics
2024-04-21,5,aspiradora sin bolsa,2,500.0,23,"Perkins, Mayo and Richards",9,Tienda Online Plus
2024-03-25,14,refrigerador simple puerta,5,2000.0,16,Baker-Johnson,21,Online Electronics
2024-03-05,13,lavadora 10kg,1,650.0,21,Clark-Rodriguez,23,Virtual Store Pro
2024-03-04,23,Cámara Digital 20MP,1,256.22,28,Ortiz PLC,30,ElectroShop Online Plus
2024-03-22,13,lavadora 10kg,5,3250.0,21,Clark-Rodriguez,1,ElectroShop Online
2024-03-26,7,home theater 5.1,2,400.0,30,Pearson-Grant,29,Outlet Seattle
2024-03-28,5,aspiradora sin bolsa,1,250.0,3,Initech,26,Virtual Store Pro
2024-04-13,17,Smartphone Plegable 512GB,1,179.3,24,Horton Inc,24,ElectroShop Online Plus
2024-04-22,14,refrigerador simple puerta,2,800.0,22,Crosby-Robinson,28,Outlet Philadelphia
2024-03-20,24,Auriculares Inalámbricos Bluetooth,3,1387.47,22,Crosby-Robinson,7,Tienda Express
2024-04-05,8,"computadora portátil 15""",1,650.0,19,Clark LLC,2,Tienda Central
2024-03-02,28,Micrófono USB para Streaming,1,303.66,25,Scott-Johnson,17,Electronics Austin
2024-04-25,13,lavadora 10kg,2,1300.0,23,"Perkins, Mayo and Richards",16,Online Electronics
2024-04-03,3,refrigerador doble puerta,1,750.0,8,Dunder Mifflin,23,Virtual Store Pro
2024-04-20,17,Smartphone Plegable 512GB,1,179.3,5,Weyland-Yutani,8,ElectroShop Este
2024-04-05,17,Smartphone Plegable 512GB,2,358.6,2,Globex Corporation,6,ElectroShop Oeste
2024-04-11,23,Cámara Digital 20MP,4,1024.88,25,Scott-Johnson,17,Electronics Austin
2024-04-25,2,lavadora 8kg,1,450.0,21,Clark-Rodriguez,10,ElectroShop California
2024-04-20,23,Cámara Digital 20MP,2,512.44,2,Globex Corporation,5,Tienda Premium
2024-03-26,26,Smartphone 128GB 5G,4,2271.84,9,Pied Piper,19,Tienda Boston Center
2024-03-11,3,refrigerador doble puerta,2,1500.0,22,Crosby-Robinson,13,ElectroShop Norte
2024-03-20,15,Secadora de Ropa 8kg,4,1506.68,26,Willis Ltd,4,ElectroShop Sur
2024-03-29,9,"tablet 10""",1,400.0,28,Ortiz PLC,4,ElectroShop Sur
2024-04-13,23,Cámara Digital 20MP,1,256.22,7,Wayne Enterprises,28,Outlet Philadelphia
2024-03-18,16,Amplificador de Audio,2,588.22,8,Dunder Mifflin,30,ElectroShop Online Plus
2024-03-20,29,Lavadora 15kg Carga Superior,1,1000.0,8,Dunder Mifflin,5,Tienda Premium
2024-04-25,19,Soundbar 2.1 Canales,4,2145.76,1,ACME Corp,25,Online Electronics
2024-04-23,9,"tablet 10""",2,800.0,22,Crosby-Robinson,25,Online Electronics
2024-03-29,8,"computadora portátil 15""",1,650.0,6,Stark Industries,1,ElectroShop Online
2024-03-18,24,Auriculares Inalámbricos Bluetooth,1,462.49,24,Horton Inc,12,Outlet Sur
2024-04-20,15,Secadora de Ropa 8kg,1,376.67,7,Wayne Enterprises,13,ElectroShop Norte
2024-04-05,11,phone,1,150.0,8,Dunder Mifflin,30,ElectroShop Online Plus
2024-04-23,24,Auriculares Inalámbricos Bluetooth,3,1387.47,23,"Perkins, Mayo and Richards",21,Online Electronics
2024-04-06,20,"Televisor LED 43"" 4K UHD",1,500.21,4,Umbrella Corp,24,ElectroShop Online Plus
2024-03-28,8,"computadora portátil 15""",1,650.0,25,Scott-Johnson,27,Outlet Miami
2024-04-30,13,lavadora 10kg,3,1950.0,29,Jones-Carter,24,ElectroShop Online Plus
2024-04-10,26,Smartphone 128GB 5G,5,2839.8,9,Pied Piper,27,Outlet Miami
2024-03-07,5,aspiradora sin bolsa,1,250.0,14,Biohazard Inc,6,ElectroShop Oeste
2024-03-25,18,Smartphone Plegable 512GB,1,273.17,28,Ortiz PLC,19,Tienda Boston Center
2024-03-21,27,"Monitor 24"" Full HD",2,725.26,4,Umbrella Corp,22,Electronics San Francisco
2024-04-21,28,Micrófono USB para Streaming,4,1214.64,24,Horton Inc,5,Tienda Premium
2024-03-14,30,"Monitor 24"" Full HD",2,1460.86,17,Williams Ltd,30,ElectroShop Online Plus
2024-04-18,11,phone,4,600.0,23,"Perkins, Mayo and Richards",23,Virtual Store Pro
